CUST_ID,clusterId,pca1,pca2,segmentLabel,modelVersion
C10034,2,0.3724880034661857,-1.4611912881391789,Bom Pagador,v1
C10035,2,2.0327231421728906,1.4269677354335206,Bom Pagador,v1
C10036,0,-1.7597171841358084,-0.17472485614038308,Devedor Rotativo,v1
C10037,1,-1.41496483791454,5.479818456347456,Comprador Ativo,v1
C10038,2,1.8466985644507352,1.2535500981384893,Bom Pagador,v1
C10039,1,-0.9517340961140693,3.1478065910106636,Comprador Ativo,v1
C10040,1,0.6684435451586824,3.5123007507811437,Comprador Ativo,v1
C10041,0,-1.7522811093257205,0.7081708723651089,Devedor Rotativo,v1
C10043,0,0.44741759382815655,0.6536245138816843,Devedor Rotativo,v1
C10044,0,-1.1120842562344013,0.309985746170155,Devedor Rotativo,v1
C10045,0,-1.8127035666410514,0.01736823616895556,Devedor Rotativo,v1
C10046,2,1.8916858128709733,-0.08378939644854848,Bom Pagador,v1
C10047,0,-0.8932037348736029,-0.12958373746619653,Devedor Rotativo,v1
C10048,0,-1.7957884352907207,-0.737957606961061,Devedor Rotativo,v1
C10049,0,-1.7981020400860102,2.0318175543786374,Devedor Rotativo,v1
C10050,2,3.5428746842883974,-2.0131517171139652,Bom Pagador,v1
C10051,0,-1.085250470641413,-0.1204939925367528,Devedor Rotativo,v1
C10052,1,0.3688081247948068,7.147456036312236,Comprador Ativo,v1
C10053,2,1.5428992982206557,-0.8323339876582623,Bom Pagador,v1
C10054,0,-1.7255477366096428,0.4762821700115763,Devedor Rotativo,v1
C10055,2,0.47014262044858424,-0.10395588073004979,Bom Pagador,v1
C10056,0,-0.7346705448951719,-1.6541532986554708,Devedor Rotativo,v1
C10057,0,-0.47160410677487813,-0.3518922034451652,Devedor Rotativo,v1
C10058,0,-1.1229456614168596,1.2646224786487505,Devedor Rotativo,v1
C10059,2,4.0071762611019945,0.05864977780490923,Bom Pagador,v1
C10060,0,-1.5738471521393151,0.8910006226549091,Devedor Rotativo,v1
C10061,0,-0.48531647720760523,1.6472629396136114,Devedor Rotativo,v1
C10062,0,-0.9057062630410047,-0.049542736574977174,Devedor Rotativo,v1
C10063,0,-1.5357553771830121,-0.49885346593699953,Devedor Rotativo,v1
C10064,1,-1.6579896693862044,2.1868709505854955,Comprador Ativo,v1
C10065,0,-1.808679580846204,-1.3280135105522874,Devedor Rotativo,v1
C10067,0,2.151041159169984,-0.16761244869336075,Devedor Rotativo,v1
C10068,0,-0.3997235515946854,-0.7256795021624733,Devedor Rotativo,v1
C10069,0,-2.1830075149062527,-0.20658137240100757,Devedor Rotativo,v1
C10070,0,-1.8990542774609267,0.9418263345282338,Devedor Rotativo,v1
C10071,0,0.5543458733703034,0.2597212483783096,Devedor Rotativo,v1
C10072,0,-0.3875098152988064,-0.40851837707280936,Devedor Rotativo,v1
C10073,0,0.3962669091418175,1.0702443796405974,Devedor Rotativo,v1
C10074,3,4.767085626318384,10.953197935307468,Usuário de Adiantamento,v1
C10075,1,-1.6448651304204716,0.3366971783327109,Comprador Ativo,v1
C10077,0,-0.5311485219343732,-0.7287656564689002,Devedor Rotativo,v1
C10078,0,-0.650018080219571,-0.5718003241462181,Devedor Rotativo,v1
C10079,0,0.7738071613666238,0.16563256073633761,Devedor Rotativo,v1
C10080,2,1.3623708425636545,-0.10987553189011807,Bom Pagador,v1
C10081,0,-0.329523381404937,-1.2667683829301644,Devedor Rotativo,v1
C10082,0,-1.6393330962771304,0.20868111756702673,Devedor Rotativo,v1
C10083,1,0.021995876143789034,3.112653981827093,Comprador Ativo,v1
C10084,0,-0.14898246066316895,-1.3508225429242267,Devedor Rotativo,v1
C10085,0,-1.8889924458855392,0.5963259860728215,Devedor Rotativo,v1
C10086,0,-0.39372101298300655,-0.9569317178036106,Devedor Rotativo,v1
C10087,0,-0.48763748899263554,-2.130991855690626,Devedor Rotativo,v1
C10088,2,3.932350026730228,0.3164732243455282,Bom Pagador,v1
C10089,2,2.2243299554119855,-0.8591790255774543,Bom Pagador,v1
C10090,1,2.2988514323168796,4.983204571664301,Comprador Ativo,v1
C10092,1,3.267496245924656,5.002366683872815,Comprador Ativo,v1
C10093,0,-1.2278403599504288,0.5100122354312329,Devedor Rotativo,v1
C10094,1,-1.3695992130147516,3.3311500265340404,Comprador Ativo,v1
C10095,1,4.938175264237409,2.1681686021994913,Comprador Ativo,v1
C10096,1,0.4248373419771124,2.5448198740503694,Comprador Ativo,v1
C10097,0,-1.5979110078003151,-0.21525009844832166,Devedor Rotativo,v1
C10098,0,-1.2457658624611416,-0.5893349557791789,Devedor Rotativo,v1
C10099,0,-1.1083001997503674,-0.4475588026002979,Devedor Rotativo,v1
C10100,0,-1.7769140233379463,-0.1627989333658994,Devedor Rotativo,v1
C10101,0,0.18882696651410744,-0.5085236938250374,Devedor Rotativo,v1
C10102,0,-1.8195623309041078,1.8229001537375453,Devedor Rotativo,v1
C10103,0,-0.9847188705643003,-1.6664277648763122,Devedor Rotativo,v1
C10104,2,-2.6370064933532573,-0.871247627739575,Bom Pagador,v1
C10105,0,-1.98732442323057,-1.0830123272162846,Devedor Rotativo,v1
C10106,0,0.30502991871783414,-2.0941838129561767,Devedor Rotativo,v1
C10107,2,4.229993629683108,0.17098946285098593,Bom Pagador,v1
C10108,0,0.05669368863962264,-2.093398094179565,Devedor Rotativo,v1
C10109,0,-1.4796036852563514,0.06960970372113795,Devedor Rotativo,v1
C10110,0,-0.8871802497435972,1.1034478200934277,Devedor Rotativo,v1
C10111,0,0.5706250569453092,-1.5936170934755916,Devedor Rotativo,v1
C10112,1,-1.6865953738412724,5.615120099448379,Comprador Ativo,v1
C10113,0,-0.3505665975841974,-0.6556349758456057,Devedor Rotativo,v1
C10114,1,5.004906160913484,5.189707215378962,Comprador Ativo,v1
C10115,0,1.2096930331294362,-1.4097618496984952,Devedor Rotativo,v1
C10116,0,-1.5930694511002155,0.5165715958082,Devedor Rotativo,v1
C10117,2,3.2219517099585397,1.6777444880170669,Bom Pagador,v1
C10118,0,-1.2589964235296147,2.9925362937303746,Devedor Rotativo,v1
C10119,0,0.9277958152503049,-1.6018525648061146,Devedor Rotativo,v1
C10120,0,1.2555878669126228,-1.5081968671581705,Devedor Rotativo,v1
C10121,0,0.8244470883792231,-1.3077165124053785,Devedor Rotativo,v1
C10122,0,-1.8159540532528078,1.025814734948966,Devedor Rotativo,v1
C10123,0,-0.7138975472951028,-1.5104176990441829,Devedor Rotativo,v1
C10124,0,-1.7214253115653113,0.9685502217988906,Devedor Rotativo,v1
C10125,1,6.237999735913105,3.3563932249862076,Comprador Ativo,v1
C10126,0,-0.3019446123229655,-0.1338369377951334,Devedor Rotativo,v1
C10127,2,4.816621214059428,-0.6269902472178015,Bom Pagador,v1
C10128,0,-1.5854483835423243,0.7038806586881038,Devedor Rotativo,v1
C10130,1,-0.03474070150688815,5.810021901884738,Comprador Ativo,v1
C10131,3,9.50439111727275,0.8983108294579022,Usuário de Adiantamento,v1
C10132,2,-2.199294181573042,-0.6684832434881874,Bom Pagador,v1
C10133,0,1.133135015280002,-0.2624176890332025,Devedor Rotativo,v1
C10134,1,-0.28161145991493486,6.424541883612259,Comprador Ativo,v1
C10135,0,-1.7319241524972502,0.37986535436551616,Devedor Rotativo,v1
C10136,0,-1.1249250135430198,-0.7756559939061931,Devedor Rotativo,v1
C10137,0,1.5087755210388913,-0.09606800878172407,Devedor Rotativo,v1
C10138,0,-0.8611267373873742,-1.422912151405287,Devedor Rotativo,v1
C10139,1,0.28084725685622713,8.098693708200019,Comprador Ativo,v1
C10140,0,0.3113779585552224,-1.4530576449206158,Devedor Rotativo,v1
C10141,0,-0.22054800679391634,-0.6804554112435174,Devedor Rotativo,v1
C10142,2,4.949365990307987,-0.15504531082004008,Bom Pagador,v1
C10143,0,0.4797035384274381,-0.6342766320235753,Devedor Rotativo,v1
C10144,3,19.16800272923115,6.659170894124766,Usuário de Adiantamento,v1
C10145,2,0.634669050143922,-0.3269408940044798,Bom Pagador,v1
C10146,0,-0.992122696184696,-0.8694787193435735,Devedor Rotativo,v1
C10147,0,-1.528603803820402,0.5551974350307037,Devedor Rotativo,v1
C10148,1,-1.6008430838048462,3.040117827858718,Comprador Ativo,v1
C10149,2,2.7167542516790997,2.471009655323006,Bom Pagador,v1
C10150,2,5.661005334557359,-0.5582664072339131,Bom Pagador,v1
C10151,0,-0.6855140193457591,0.2620958353063613,Devedor Rotativo,v1
C10152,0,0.45369091741719536,-1.0394075772975921,Devedor Rotativo,v1
C10153,0,-1.1282978963820796,0.03425649929715496,Devedor Rotativo,v1
C10154,0,-0.06473964086849772,-0.887191610225141,Devedor Rotativo,v1
C10155,0,1.1282761300680393,-0.2707714794323152,Devedor Rotativo,v1
C10156,1,2.7179873005115107,2.6364176733412252,Comprador Ativo,v1
C10157,2,3.443561093751324,-0.8387846971007794,Bom Pagador,v1
C10158,0,1.4111317378277095,-1.9308245122651628,Devedor Rotativo,v1
C10159,3,11.093941611280469,7.280958842785035,Usuário de Adiantamento,v1
C10160,2,2.5994767138278103,-2.0063814883541697,Bom Pagador,v1
C10161,2,0.8561840450820206,-0.12059140058862867,Bom Pagador,v1
C10162,1,2.622814765569107,3.3402627125657856,Comprador Ativo,v1
C10163,0,-1.7388863646006985,0.2358474686269171,Devedor Rotativo,v1
C10164,2,7.030622356711312,0.8696517145717021,Bom Pagador,v1
C10165,0,-1.5249217862111952,-0.37537438750043073,Devedor Rotativo,v1
C10166,0,-1.7746489491296598,1.196012462334194,Devedor Rotativo,v1
C10167,0,-1.188621064131782,1.00494493909478,Devedor Rotativo,v1
C10168,0,0.6153929409289269,-1.541144544524866,Devedor Rotativo,v1
C10169,0,-0.8779633642333577,-0.4718146756292506,Devedor Rotativo,v1
C10170,2,-0.25246971588639416,-1.9907953554483613,Bom Pagador,v1
C10171,0,-1.1584864231367105,1.178645589489423,Devedor Rotativo,v1
C10172,0,0.261488180210213,-1.2840061122067659,Devedor Rotativo,v1
C10173,2,4.480921160364483,-0.081883052190189,Bom Pagador,v1
C10174,0,0.5234889542492985,-1.3748426692747426,Devedor Rotativo,v1
C10175,0,0.8000421807650802,-0.8838768878878678,Devedor Rotativo,v1
C10176,1,-1.86229679246269,1.188864584413906,Comprador Ativo,v1
C10177,3,8.650291493881378,2.4935236240004315,Usuário de Adiantamento,v1
C10178,0,-0.9026916421094486,-0.7710122258188232,Devedor Rotativo,v1
C10179,1,-2.042725343046422,1.6239410089913184,Comprador Ativo,v1
C10180,2,6.206030703906682,3.012316779112759,Bom Pagador,v1
C10181,0,-1.8023225479802705,0.07474655979608369,Devedor Rotativo,v1
C10182,0,0.11275368954384123,0.22966391913490977,Devedor Rotativo,v1
C10183,1,-1.733052669427558,2.645082437453393,Comprador Ativo,v1
C10184,2,4.215838619650317,-0.8317926383071944,Bom Pagador,v1
C10185,0,-0.9156937599536473,-1.3142645477516113,Devedor Rotativo,v1
C10186,2,2.335657224310777,-1.420313323070273,Bom Pagador,v1
C10187,0,-2.006037976627974,-1.2368257587352995,Devedor Rotativo,v1
C10188,1,-0.14721982745621356,8.242424764289161,Comprador Ativo,v1
C10189,0,-1.3682517245683676,-0.7245328889534999,Devedor Rotativo,v1
C10190,0,0.439542223753191,-0.7438917361254214,Devedor Rotativo,v1
C10191,0,1.0117504000177682,-1.5477298020486059,Devedor Rotativo,v1
C10192,0,-1.1913368227308636,0.8806503355581711,Devedor Rotativo,v1
C10193,0,0.7171048062028865,-1.549670697843381,Devedor Rotativo,v1
C10194,0,-0.5803372317015121,-0.4465689085078639,Devedor Rotativo,v1
C10196,0,-0.8799469251772694,-0.3548990044811552,Devedor Rotativo,v1
C10197,0,-1.0562309965661736,-0.8492534773150279,Devedor Rotativo,v1
C10198,0,-1.3759225206470322,-0.5448809323333634,Devedor Rotativo,v1
C10199,0,-1.714090696539048,-0.40097679490414906,Devedor Rotativo,v1
C10200,2,1.3023920693489126,0.9536798397652775,Bom Pagador,v1
C10201,0,0.05180227966257951,0.04377892036585464,Devedor Rotativo,v1
C10202,2,3.0634385797506134,0.3172009456479921,Bom Pagador,v1
C10203,2,2.552937704036008,-1.5222965835631574,Bom Pagador,v1
C10204,2,2.521264008013755,-1.0143378027504517,Bom Pagador,v1
C10205,0,-0.590255340225293,0.01068658969752017,Devedor Rotativo,v1
C10206,1,-1.100261493937001,3.8178264082511846,Comprador Ativo,v1
C10207,2,-0.29451552335482056,0.2983796173128725,Bom Pagador,v1
C10208,0,-0.7108545454403117,0.25220541616509895,Devedor Rotativo,v1
C10209,0,0.19347705548156804,-2.0046886406729563,Devedor Rotativo,v1
C10211,1,1.3748582701366443,2.470478474675755,Comprador Ativo,v1
C10212,2,8.524286910662168,0.8547691975595343,Bom Pagador,v1
C10213,0,-1.9611038487453232,-1.3193960566300578,Devedor Rotativo,v1
C10214,0,-1.185709380306174,1.5076071937819795,Devedor Rotativo,v1
C10215,1,0.18551768163915963,3.97043885638213,Comprador Ativo,v1
C10216,1,1.6735764550165189,2.984111622034313,Comprador Ativo,v1
C10217,0,-0.8295065275350627,-1.115018327525502,Devedor Rotativo,v1
C10218,1,0.7523501745914165,4.86161644089701,Comprador Ativo,v1
C10219,0,0.281822231673096,0.14356047742886294,Devedor Rotativo,v1
C10220,0,-1.094801108398974,0.626263621237725,Devedor Rotativo,v1
C10221,0,0.1471575901757939,-0.7050718572975337,Devedor Rotativo,v1
C10222,0,-1.1327802405544425,-0.9745466943018736,Devedor Rotativo,v1
C10223,0,-1.6780723910751874,-1.0125261611971583,Devedor Rotativo,v1
C10224,0,0.8992065621140863,-1.1993085026760566,Devedor Rotativo,v1
C10226,0,-0.8018540037060679,-0.7481198721906717,Devedor Rotativo,v1
C10227,1,-0.6385485767137205,2.816682393844148,Comprador Ativo,v1
C10228,2,4.348353343779655,0.07268000592947438,Bom Pagador,v1
C10229,3,10.337315797276013,2.370142107080808,Usuário de Adiantamento,v1
C10230,2,1.5756933549867063,-0.23402500900681167,Bom Pagador,v1
C10231,2,-1.855745207241993,-0.8927890368148713,Bom Pagador,v1
C10232,2,2.6896411708028247,0.48091243108945436,Bom Pagador,v1
C10233,2,4.348225073335188,2.326949382995505,Bom Pagador,v1
C10234,0,-1.4964671130972664,-0.7081778038177579,Devedor Rotativo,v1
C10235,2,1.9502667563620453,-0.27704683629418175,Bom Pagador,v1
C10236,0,1.9583277241815806,-0.27153101028789794,Devedor Rotativo,v1
C10237,2,-2.137865123327889,-1.0635140828863263,Bom Pagador,v1
C10238,3,8.346829371929926,0.8233584028293385,Usuário de Adiantamento,v1
C10239,0,0.17735366150219475,-1.1981867002641717,Devedor Rotativo,v1
C10240,2,2.0082997939117613,-1.2499738560312668,Bom Pagador,v1
C10241,0,0.8962872293880114,-0.1805144647310707,Devedor Rotativo,v1
C10242,0,-1.4454651275206758,-0.3073495075360967,Devedor Rotativo,v1
C10243,2,2.2451349577251496,-0.49521931537039277,Bom Pagador,v1
C10244,2,1.1740477337300004,-0.11077534619885875,Bom Pagador,v1
C10245,1,0.1409754778879503,2.495735758144328,Comprador Ativo,v1
C10246,0,-0.29401153309034916,0.6867236393823607,Devedor Rotativo,v1
C10247,0,-0.9782577261462287,-0.6431129155831156,Devedor Rotativo,v1
C10248,0,-0.48595275205325533,-0.7739987762734838,Devedor Rotativo,v1
C10249,1,-0.7232033133515287,2.3698910228769376,Comprador Ativo,v1
C10250,2,0.9489182586238133,-1.4645630846084077,Bom Pagador,v1
C10251,2,5.445758701705881,-0.5187058448577566,Bom Pagador,v1
C10252,0,-1.1869575751899395,-0.44391919029889826,Devedor Rotativo,v1
C10253,2,3.1124528614555556,-0.6922792334233208,Bom Pagador,v1
C10254,0,-1.566009432515784,-1.4094665442192953,Devedor Rotativo,v1
C10255,0,2.049155443696125,-0.7947409190339648,Devedor Rotativo,v1
C10256,0,-0.12868958474055767,-1.7787132219849295,Devedor Rotativo,v1
C10257,1,1.7436773616719434,6.370714366826812,Comprador Ativo,v1
C10258,2,4.633100901184912,1.1333873708354532,Bom Pagador,v1
C10259,0,-0.4523390506953105,1.9261838697572002,Devedor Rotativo,v1
C10260,0,0.4639637247336443,-1.4228140930461355,Devedor Rotativo,v1
C10261,0,-0.8887093463772026,-1.3476265870855861,Devedor Rotativo,v1
C10262,2,1.9932465434863667,-1.127337630913674,Bom Pagador,v1
C10263,0,-1.2746048538388612,1.2666500960900768,Devedor Rotativo,v1
C10265,0,-1.2976816103432958,-1.7725163549555063,Devedor Rotativo,v1
C10266,0,-1.2740948870399285,-0.43123825383506054,Devedor Rotativo,v1
C10267,0,1.363524254840623,0.537490404399095,Devedor Rotativo,v1
C10269,2,3.0339426032952006,0.31241122132795096,Bom Pagador,v1
C10270,0,-1.6389419641678997,0.6950966514156548,Devedor Rotativo,v1
C10271,2,0.5660681667594701,0.437159834747636,Bom Pagador,v1
C10272,2,3.809800340647493,-0.6477270007951113,Bom Pagador,v1
C10273,2,5.4543811987309505,-0.33146970928335323,Bom Pagador,v1
C10274,3,6.050597732631602,4.849414178764417,Usuário de Adiantamento,v1
C10275,0,-0.12339966307906819,-0.6561224820461495,Devedor Rotativo,v1
C10276,1,3.6908827601896785,1.3865964337821828,Comprador Ativo,v1
C10277,2,2.9097011143914724,-1.198408596934491,Bom Pagador,v1
C10278,2,0.7411468323278083,-0.2917392665593327,Bom Pagador,v1
C10279,0,-0.7206161906167905,-0.3684077839755587,Devedor Rotativo,v1
C10280,2,4.573863625033326,1.595702575834714,Bom Pagador,v1
C10281,2,5.367790771806921,-1.0560580171820537,Bom Pagador,v1
C10282,0,-1.0522111814767574,1.9296890506037896,Devedor Rotativo,v1
C10283,2,2.13175233662829,-1.2283898565778548,Bom Pagador,v1
C10284,3,19.572419505763747,3.650806239346422,Usuário de Adiantamento,v1
C10285,1,2.035859522087235,6.1219018260037155,Comprador Ativo,v1
C10286,0,-2.065355729638776,-1.3196966850060394,Devedor Rotativo,v1
C10287,0,-1.1628349436366936,-0.2229547597596413,Devedor Rotativo,v1
C10288,0,-1.6604190669200685,-0.9798634038217898,Devedor Rotativo,v1
C10289,0,0.9502376556860269,-0.4104145849686788,Devedor Rotativo,v1
C10290,0,1.5620075422069148,-0.41990891336008096,Devedor Rotativo,v1
C10291,2,2.870422335924378,1.7811161805657525,Bom Pagador,v1
C10292,0,0.2006094442580644,-1.1582083464766644,Devedor Rotativo,v1
C10293,0,-0.22355303878699015,-0.6023657318224095,Devedor Rotativo,v1
C10294,2,2.8104113944653517,-0.8731210446852797,Bom Pagador,v1
C10295,0,-1.5733353337613039,-0.2223926203382162,Devedor Rotativo,v1
C10296,1,-1.2041215281358943,5.30753284737233,Comprador Ativo,v1
C10297,0,-1.6174070839447898,0.25584206040542284,Devedor Rotativo,v1
C10298,0,-0.12831765769127318,0.9141065497074408,Devedor Rotativo,v1
C10299,0,0.06996410641341935,-1.1752653519176504,Devedor Rotativo,v1
C10300,0,-1.253534497489351,1.420287247282329,Devedor Rotativo,v1
C10301,2,3.207826976155716,-1.5294731965370005,Bom Pagador,v1
C10302,0,-0.21513778490415736,1.830579371322305,Devedor Rotativo,v1
C10303,0,-0.3399040017133966,0.21199104323674103,Devedor Rotativo,v1
C10304,1,-1.716733331643931,2.157055728529036,Comprador Ativo,v1
C10305,0,0.5016393861781157,-1.6266065414815494,Devedor Rotativo,v1
C10306,2,4.349173372741949,-1.3047281621929732,Bom Pagador,v1
C10307,0,-1.0416769601182727,1.1961871253136531,Devedor Rotativo,v1
C10308,0,-0.8657974100662782,2.157995617995412,Devedor Rotativo,v1
C10309,2,0.8057675626377835,-0.5742363387092252,Bom Pagador,v1
C10310,2,0.5626544109723602,-1.1045005918423985,Bom Pagador,v1
C10311,0,-0.6394549040315638,1.3127300403438273,Devedor Rotativo,v1
C10312,2,3.0291957585947094,0.11329741911059879,Bom Pagador,v1
C10313,0,-0.5925338300793984,1.9993826901623135,Devedor Rotativo,v1
C10314,0,0.15616903737773255,-1.1506055601880898,Devedor Rotativo,v1
C10315,1,-0.9574059746838725,5.240505672509242,Comprador Ativo,v1
C10316,2,2.4142476126724444,-2.023380263809432,Bom Pagador,v1
C10317,2,1.8412861569470353,-1.646267330467408,Bom Pagador,v1
C10318,0,1.3192514161231013,-2.0223815026544525,Devedor Rotativo,v1
C10319,0,-1.7887146382681804,0.5960115376737148,Devedor Rotativo,v1
C10320,0,-0.3273567589249465,-1.2674137463442363,Devedor Rotativo,v1
C10321,2,1.5191474995915786,-1.0039847423029076,Bom Pagador,v1
C10322,2,2.3029708633824897,0.3573687130820343,Bom Pagador,v1
C10323,2,4.4892796083458615,-1.3488707205886097,Bom Pagador,v1
C10324,0,-1.9582264723369711,0.4946451847470145,Devedor Rotativo,v1
C10325,0,-1.54701967150153,1.1733793186621584,Devedor Rotativo,v1
C10326,0,-2.1482986681792506,0.5666169583428534,Devedor Rotativo,v1
C10327,1,-1.7334888006750313,2.4490709599912566,Comprador Ativo,v1
C10328,0,-0.05023070863087211,-1.0252767273519219,Devedor Rotativo,v1
C10329,0,0.05888680574618359,-1.8434673474372072,Devedor Rotativo,v1
C10330,0,-0.039857063026241805,-1.6851741570273384,Devedor Rotativo,v1
C10331,0,-1.373543585390935,2.4935778972340126,Devedor Rotativo,v1
C10332,1,1.0466792276620034,3.5853059236439533,Comprador Ativo,v1
C10333,1,-1.2033602946034738,2.818131271207828,Comprador Ativo,v1
C10334,0,-0.7237941582438601,0.06900569024172833,Devedor Rotativo,v1
C10335,1,-1.9360453135642084,2.457207229668729,Comprador Ativo,v1
C10336,0,0.5938864223766462,-1.9578284547882066,Devedor Rotativo,v1
C10337,2,3.789217535555953,2.248516212122452,Bom Pagador,v1
C10338,2,0.6447725357817526,0.4698971498425188,Bom Pagador,v1
C10339,0,-1.791195948210142,0.8631205491112545,Devedor Rotativo,v1
C10340,2,2.6879162292213574,-1.1499295206959632,Bom Pagador,v1
C10341,0,-1.64469475139979,0.4126948194701449,Devedor Rotativo,v1
C10342,2,0.8747814272329766,-1.4891513419360702,Bom Pagador,v1
C10343,0,2.59339444005585,-0.8349912215198462,Devedor Rotativo,v1
C10344,2,3.826344476732864,-0.8388152346377789,Bom Pagador,v1
C10345,1,-2.06678995675896,3.0478843964319866,Comprador Ativo,v1
C10346,1,-0.15679151291467575,2.581415225097344,Comprador Ativo,v1
C10347,0,-1.907225310090305,-1.3986481754557842,Devedor Rotativo,v1
C10348,2,4.248740342264285,-1.0865968731154825,Bom Pagador,v1
C10349,0,-1.0904179741171771,-1.8111798003671318,Devedor Rotativo,v1
C10350,0,1.4423043464433551,0.18848959552857936,Devedor Rotativo,v1
C10351,0,-1.3786476764312643,0.2737735962416125,Devedor Rotativo,v1
C10352,3,2.64374765497716,6.722078496648642,Usuário de Adiantamento,v1
C10353,0,-1.3119184904862833,-0.3208723845037933,Devedor Rotativo,v1
C10354,0,-1.8049306144824717,-1.0354925303506068,Devedor Rotativo,v1
C10355,2,3.671736252891203,-1.5867849807132783,Bom Pagador,v1
C10356,0,-0.9368706983566878,-1.5597688356974437,Devedor Rotativo,v1
C10357,2,0.8931446346209777,-0.4560864913414039,Bom Pagador,v1
C10358,0,1.3335597447962029,-1.2593406751923908,Devedor Rotativo,v1
C10359,1,3.1455984683392537,4.262462282744744,Comprador Ativo,v1
C10360,0,0.09881859010781084,-1.7824664768967082,Devedor Rotativo,v1
C10361,0,-1.0313832291517504,1.086223403649123,Devedor Rotativo,v1
C10362,2,3.028445944886272,0.04931910288432798,Bom Pagador,v1
C10364,1,1.4191103084926313,4.588655634355726,Comprador Ativo,v1
C10365,0,-1.5172039573577116,-1.0984860303710917,Devedor Rotativo,v1
C10366,0,-1.0692776028841624,-0.934241401973791,Devedor Rotativo,v1
C10367,2,4.34388903427627,-0.9572221073572152,Bom Pagador,v1
C10368,2,2.398553995341501,-1.1400795496620175,Bom Pagador,v1
C10369,1,-0.841310967572132,3.593553593332421,Comprador Ativo,v1
C10370,0,-1.6991133038364277,-0.33646143805721856,Devedor Rotativo,v1
C10371,0,-1.7492722102045584,-0.19995333118907138,Devedor Rotativo,v1
C10372,0,0.07124207444593904,-1.0650532159781179,Devedor Rotativo,v1
C10373,0,-1.8486362891306811,0.3174493909090583,Devedor Rotativo,v1
C10374,2,-0.18082135951520925,-0.7891105315964723,Bom Pagador,v1
C10375,1,4.697774736248113,4.842629398689972,Comprador Ativo,v1
C10376,0,-1.6296109204975215,0.4873190294129508,Devedor Rotativo,v1
C10377,0,1.4360627179928769,-1.3965211545985385,Devedor Rotativo,v1
C10378,0,-1.1084782619752311,-0.5319443458505569,Devedor Rotativo,v1
C10379,2,2.2659897908263944,0.3160471109306711,Bom Pagador,v1
C10380,1,-1.1052712728935286,3.921862776555536,Comprador Ativo,v1
C10381,1,-0.23234963370894565,3.4162781673271736,Comprador Ativo,v1
C10382,2,4.780696428621698,-0.494121673270598,Bom Pagador,v1
C10383,1,2.055336808548098,2.0276911802021025,Comprador Ativo,v1
C10384,0,-2.2385027980337244,-0.40317035253413513,Devedor Rotativo,v1
C10385,2,4.732940104212987,-0.9777846524869371,Bom Pagador,v1
C10386,0,1.1014226258106805,-0.9776242708759281,Devedor Rotativo,v1
C10387,0,-1.3997183239381805,-0.8130543061355888,Devedor Rotativo,v1
